ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
145,Jeremy Abbott,M,28.0,175.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,nan
145,Jeremy Abbott,M,28.0,175.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
2578,"Nicholas ""Nick"" Alexander",M,25.0,180.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",nan
2578,"Nicholas ""Nick"" Alexander",M,25.0,180.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",nan
2578,"Nicholas ""Nick"" Alexander",M,25.0,180.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",nan
3150,"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,nan
3150,"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",nan
3150,"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",nan
3150,"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
3823,Jamie Louise Anderson,F,23.0,160.0,54.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,Gold
4538,"Matthew ""Matt"" Antoine",M,28.0,190.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Men's Skeleton,Bronze
6587,David Anthony Backes,M,29.0,190.0,100.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,nan
6899,Lowell Conrad Bailey,M,32.0,185.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,nan
6899,Lowell Conrad Bailey,M,32.0,185.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,nan
6899,Lowell Conrad Bailey,M,32.0,185.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,nan
6899,Lowell Conrad Bailey,M,32.0,185.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,nan
6899,Lowell Conrad Bailey,M,32.0,185.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,nan
6899,Lowell Conrad Bailey,M,32.0,185.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,nan
7962,Lanny L. Barnes,F,31.0,163.0,50.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,nan
8799,Nick Baumgartner,M,32.0,183.0,91.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,nan
9669,Kacey Lee Bellamy,F,26.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
11929,Erik Bjornsen,M,22.0,185.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,nan
11929,Erik Bjornsen,M,22.0,185.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,nan
11929,Erik Bjornsen,M,22.0,185.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,nan
11929,Erik Bjornsen,M,22.0,185.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,nan
11929,Erik Bjornsen,M,22.0,185.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,nan
11930,Sadie Bjornsen,F,24.0,175.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,nan
11930,Sadie Bjornsen,F,24.0,175.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,nan
11930,Sadie Bjornsen,F,24.0,175.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,nan
12407,Aaron Blunck,M,17.0,180.0,78.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,nan
12839,"David MacLaren ""Mac"" Bohonnon",M,18.0,173.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Aerials,nan
14248,Brittany Starr Bowe,F,25.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 500 metres,nan
14248,Brittany Starr Bowe,F,25.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 1,000 metres",nan
14248,Brittany Starr Bowe,F,25.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 1,500 metres",nan
14248,Brittany Starr Bowe,F,25.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),nan
14276,"Maddison Michelle ""Maddie"" Bowman",F,20.0,155.0,63.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Gold
14394,Megan Bozek,F,22.0,173.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
14988,"Gregory ""Greg"" Bretz",M,23.0,188.0,88.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,nan
15169,Summer Britcher,F,19.0,180.0,71.0,United States,USA,2014 Winter,2014,Winter,Sochi,Luge,Luge Women's Singles,nan
15382,Holly Brooks (-Whitney),F,31.0,168.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,nan
15382,Holly Brooks (-Whitney),F,31.0,168.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,nan
15382,Holly Brooks (-Whitney),F,31.0,168.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,nan
15477,Bobby Brown,M,22.0,188.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,nan
15496,Craig Brown,M,38.0,170.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,nan
15511,Dustin James Brown,M,29.0,183.0,94.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,nan
15516,Erika Lynn Brown,F,41.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,nan
15537,Jason Brown,M,19.0,170.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,nan
15537,Jason Brown,M,19.0,170.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
16615,"Timothy John ""Tim"" Burke",M,32.0,180.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,nan
16615,"Timothy John ""Tim"" Burke",M,32.0,180.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,nan
16615,"Timothy John ""Tim"" Burke",M,32.0,180.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,nan
16615,"Timothy John ""Tim"" Burke",M,32.0,180.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,nan
16615,"Timothy John ""Tim"" Burke",M,32.0,180.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,nan
17412,Ashley Caldwell,F,20.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,nan
17420,Sophie Caldwell,F,23.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,nan
17420,Sophie Caldwell,F,23.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,nan
17420,Sophie Caldwell,F,23.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,nan
17462,Ryan Callahan,M,28.0,180.0,86.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,nan
18311,John Carlson,M,24.0,190.0,96.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,nan
18446,"Alexandra ""Alex"" Carpenter",F,19.0,170.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
18913,Marissa Castelli,F,23.0,152.0,48.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
19311,"John Robert ""J. R."" Celski",M,23.0,173.0,63.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,nan
19311,"John Robert ""J. R."" Celski",M,23.0,173.0,63.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",nan
19311,"John Robert ""J. R."" Celski",M,23.0,173.0,63.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",nan
19311,"John Robert ""J. R."" Celski",M,23.0,173.0,63.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
20955,David Chodounsky,M,29.0,180.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,nan
21108,Lauren Myrtie Cholewinski,F,25.0,173.0,68.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 500 metres,nan
21248,Joss Christensen,M,22.0,185.0,79.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,Gold
21357,Julie Wu Chu,F,31.0,173.0,67.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
21814,Kelly Clark,F,30.0,163.0,61.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,Bronze
22837,Annelies Cook,F,29.0,168.0,56.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,nan
22837,Annelies Cook,F,29.0,168.0,56.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,nan
22837,Annelies Cook,F,29.0,168.0,56.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,nan
22848,Emily Cook,F,34.0,160.0,52.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,nan
22863,Stacey Janelle Cook,F,29.0,163.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,nan
22863,Stacey Janelle Cook,F,29.0,163.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,nan
22863,Stacey Janelle Cook,F,29.0,163.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,nan
23615,Kendall Coyne,F,21.0,157.0,57.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
23793,"Christopher ""Chris"" Creveling",M,27.0,178.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",nan
23793,"Christopher ""Chris"" Creveling",M,27.0,178.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",nan
23793,"Christopher ""Chris"" Creveling",M,27.0,178.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
24402,Lyman Currier,M,19.0,183.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,nan
24403,Russell Currier,M,26.0,173.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,nan
24403,Russell Currier,M,26.0,173.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,nan
24403,Russell Currier,M,26.0,173.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,nan
25053,John Daly,M,28.0,175.0,79.0,United States,USA,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Men's Skeleton,nan
25675,Danny Davis,M,25.0,175.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,nan
25713,Meryl Elizabeth Davis,F,27.0,160.0,49.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
25723,Shani Earl Davis,M,31.0,188.0,86.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 500 metres,nan
25723,Shani Earl Davis,M,31.0,188.0,86.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,000 metres",nan
25723,Shani Earl Davis,M,31.0,188.0,86.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",nan
25723,Shani Earl Davis,M,31.0,188.0,86.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),nan
26923,Brianna Decker,F,22.0,163.0,67.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
27049,Alex Deibold,M,27.0,185.0,86.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,Bronze
27504,"William ""Bill"" Demong",M,33.0,178.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",nan
27504,"William ""Bill"" Demong",M,33.0,178.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",nan
27504,"William ""Bill"" Demong",M,33.0,178.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,nan
27556,Patrick Deneen,M,26.0,170.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,nan
28503,"Jessica ""Jessie"" Diggins",F,22.0,163.0,58.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,nan
28503,"Jessica ""Jessie"" Diggins",F,22.0,163.0,58.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,nan
28503,"Jessica ""Jessie"" Diggins",F,22.0,163.0,58.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,nan
28503,"Jessica ""Jessie"" Diggins",F,22.0,163.0,58.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,nan
29110,Sean Doherty,M,18.0,180.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,nan
29974,Hannah Dreissigacker,F,27.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,nan
29974,Hannah Dreissigacker,F,27.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,nan
29974,Hannah Dreissigacker,F,27.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,nan
29974,Hannah Dreissigacker,F,27.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,nan
29999,Annalisa Drew,F,20.0,163.0,54.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,nan
30384,"Alyson ""Aly"" Dudek",F,23.0,168.0,58.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,nan
30384,"Alyson ""Aly"" Dudek",F,23.0,168.0,58.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",nan
30475,Meghan Duggan,F,26.0,178.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
30660,Susan Krista Dunklee,F,27.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,nan
30660,Susan Krista Dunklee,F,27.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,nan
30660,Susan Krista Dunklee,F,27.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,nan
30660,Susan Krista Dunklee,F,27.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,nan
30660,Susan Krista Dunklee,F,27.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,nan
30660,Susan Krista Dunklee,F,27.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,nan
31441,Polina Edmunds,F,15.0,165.0,43.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,nan
33788,"Nicholas ""Nick"" Fairall",M,24.0,180.0,68.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",nan
33788,"Nicholas ""Nick"" Fairall",M,24.0,180.0,68.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",nan
33788,"Nicholas ""Nick"" Fairall",M,24.0,180.0,68.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",nan
34163,Kaitlyn Brooke Farrington,F,24.0,163.0,57.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,Gold
34257,Justin Faulk,M,21.0,183.0,98.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,nan
35807,Bryan Fletcher,M,27.0,175.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",nan
35807,Bryan Fletcher,M,27.0,175.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",nan
35807,Bryan Fletcher,M,27.0,175.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,nan
35822,Taylor Fletcher,M,23.0,183.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",nan
35822,Taylor Fletcher,M,23.0,183.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",nan
35822,Taylor Fletcher,M,23.0,183.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,nan
36235,Julia Ford,F,23.0,175.0,75.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,nan
36552,"Cameron Matthew ""Cam"" Fowler",M,22.0,185.0,94.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,nan
36951,Tucker Daniel Fredricks,M,29.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 500 metres,nan
36988,Kris Freeman,M,33.0,180.0,79.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,nan
36988,Kris Freeman,M,33.0,180.0,79.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,nan
36988,Kris Freeman,M,33.0,180.0,79.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,nan
37082,Peter Frenette,M,21.0,183.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",nan
37082,Peter Frenette,M,21.0,183.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",nan
37082,Peter Frenette,M,21.0,183.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",nan
37370,Lyndsey Fry,F,21.0,173.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
38366,Travis Scott Ganong,M,25.0,180.0,88.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,nan
38366,Travis Scott Ganong,M,25.0,180.0,88.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,nan
38599,Jonathan Garcia,M,27.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,000 metres",nan
41011,"Nicholas ""Nick"" Goepper",M,19.0,183.0,73.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,Bronze
41104,"Grace Elizabeth ""Gracie"" Gold",F,18.0,165.0,54.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,nan
41104,"Grace Elizabeth ""Gracie"" Gold",F,18.0,165.0,54.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
41105,"Taylor Riley ""Ty"" Gold",M,20.0,175.0,68.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,nan
41110,Jared Goldberg,M,22.0,183.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,nan
41110,Jared Goldberg,M,22.0,183.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,nan
42701,Brian Gregg,M,29.0,173.0,69.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,nan
42701,Brian Gregg,M,29.0,173.0,69.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,nan
42701,Brian Gregg,M,29.0,173.0,69.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,nan
43803,"Charles ""Chas"" Guldemond",M,26.0,185.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Slopestyle,nan
43816,Faye Gulini,F,21.0,163.0,57.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Boardercross,nan
43940,Kelly Gunther,F,26.0,165.0,65.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 1,000 metres",nan
45297,"Simeon ""Simi"" Hamilton",M,26.0,180.0,78.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,nan
45297,"Simeon ""Simi"" Hamilton",M,26.0,180.0,78.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,nan
45297,"Simeon ""Simi"" Hamilton",M,26.0,180.0,78.0,United States,USA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,nan
45305,Erin Mullady Hamlin,F,27.0,170.0,65.0,United States,USA,2014 Winter,2014,Winter,Sochi,Luge,Luge Women's Singles,Bronze
45305,Erin Mullady Hamlin,F,27.0,170.0,65.0,United States,USA,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,nan
45685,Brian Hansen,M,23.0,183.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 500 metres,nan
45685,Brian Hansen,M,23.0,183.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,000 metres",nan
45685,Brian Hansen,M,23.0,183.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",nan
45685,Brian Hansen,M,23.0,183.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),nan
45762,Kate Elizabeth Hansen,F,21.0,170.0,59.0,United States,USA,2014 Winter,2014,Winter,Sochi,Luge,Luge Women's Singles,nan
